"No.","Time","Source","Destination","Protocol","Length","Info"
"1826","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1827","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1828","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1829","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1830","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1831","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1832","9.477028","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1833","9.477466","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1834","9.477707","192.168.0.1","192.168.0.22","DNS","89","Standard query response 0x548b No such name A BRW184F32B26726.flets-west.jp"
"1835","9.477811","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1836","9.477866","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1837","9.477882","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1838","9.478467","192.168.0.22","192.168.0.1","DNS","84","Standard query 0x0cb4 A BRW184F32B26726.iptvf.jp"
"1839","9.478681","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1840","9.478816","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1841","9.479668","192.168.0.1","192.168.0.22","DNS","84","Standard query response 0x0cb4 No such name A BRW184F32B26726.iptvf.jp"
"1842","9.480050","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"1843","9.480337","192.168.0.22","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"1844","9.480523","fe80::d3c6:378e:fe43:f907","ff02::fb","MDNS","101","Standard query 0x0000 A BRW184F32B26726.local, ""QM"" question"
"1845","9.481124","fe80::d3c6:378e:fe43:f907","ff02::1:3","LLMNR","95","Standard query 0xf6df A BRW184F32B26726"
"1846","9.481342","192.168.0.22","224.0.0.252","LLMNR","75","Standard query 0xf6df A BRW184F32B26726"
"1847","9.489676","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1848","9.489676","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1849","9.489676","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1850","9.490103","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1851","9.490148","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1852","9.499611","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1853","9.499785","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1854","9.499925","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1855","9.500145","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1856","9.501965","144.195.37.36","192.168.0.22","UDP","119","8801  >  61261 Len=77"
"1857","9.509546","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1858","9.509811","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1859","9.509905","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1860","9.510012","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1861","9.519895","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1862","9.520111","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1863","9.520174","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1864","9.520212","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1865","9.567056","192.168.0.22","192.168.0.255","NBNS","92","Name query NB BRW184F32B26726<00>"
"1866","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1867","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1868","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1869","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1870","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1871","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1872","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1873","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1874","9.579390","144.195.37.36","192.168.0.22","TLSv1.3","126","Application Data"
"1875","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1876","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1877","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1878","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1879","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1880","9.579390","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1881","9.579758","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1882","9.579952","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1883","9.580069","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1884","9.580196","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1885","9.580252","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1886","9.580395","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
